0,1
1.0,6.16145911283e-15
1.0,1.2769465485e-09
1.34084410242e-10,1.0
2.31494450276e-08,1.0
1.0,8.08277833553e-10
1.21436256606e-08,1.0
0.326700389385,0.673299670219
0.0702056884766,0.929794311523
3.79640937354e-07,0.999999642372
9.40785184291e-19,1.0
1.0,1.80856378491e-15
4.40818147279e-17,1.0
9.70949015633e-11,1.0
1.0,8.36781201615e-17
1.0,0.0
1.0,5.88126552667e-12
6.88464569976e-05,0.999931097031
1.0,9.27020327832e-25
1.0,6.05542699317e-11
3.27095222019e-08,1.0
0.121290832758,0.878709197044
1.0,0.0
1.13070129973e-13,1.0
1.18967369289e-08,1.0
0.999999880791,6.56503189589e-08
6.14576492808e-07,0.999999403954
2.84714201e-12,1.0
1.69002131219e-17,1.0
1.0,2.47002054227e-11
6.15093032064e-10,1.0
1.0,6.93983291934e-17
1.0,5.10984917573e-12
3.75624381377e-07,0.999999642372
1.0,5.11389541824e-12
3.33383028986e-20,1.0
4.96803795613e-06,0.99999499321
1.0,7.9061933324e-14
7.19567196938e-07,0.999999284744
1.0,1.87059950862e-11
1.0,1.53060357899e-13
1.0,0.0
0.0528560914099,0.947143852711
1.0,6.36140307098e-10
0.00783413276076,0.992165923119
0.0068550943397,0.993144869804
0.999999880791,9.09639013003e-08
1.67042890098e-05,0.999983310699
5.42385062474e-25,1.0
1.0,1.92723997026e-13
1.57208017991e-16,1.0
6.64124584862e-14,1.0
1.0,2.39148950643e-10
0.000179582406417,0.999820411205
1.27099235669e-06,0.999998688698
0.963221549988,0.0367784686387
0.999988675117,1.12887109935e-05
1.0,6.39831286911e-13
0.915828406811,0.0841716453433
2.56776879907e-18,1.0
1.11272219678e-19,1.0
1.0,2.57375148971e-10
7.95136293722e-26,1.0
0.000379925855668,0.999620079994
1.0,6.11882307416e-17
1.0,8.0542296194e-14
1.18153589478e-18,1.0
0.991210103035,0.00878993328661
1.0,1.87060738129e-14
4.41647152877e-13,1.0
1.19053447656e-11,1.0
3.69788054344e-12,1.0
6.38690315913e-12,1.0
2.14746251004e-05,0.999978542328
8.00502275577e-10,1.0
0.795371055603,0.2046289891
1.0,1.30732420332e-15
1.0,1.06082128381e-16
0.999985694885,1.42520420923e-05
1.96436872102e-07,0.999999761581
0.765890419483,0.234109580517
7.06193503675e-08,0.999999880791
8.87690409169e-22,1.0
0.999989032745,1.09501988845e-05
2.88254417555e-16,1.0
0.000267899071332,0.999732077122
1.0,3.36913749869e-15
4.77342944089e-14,1.0
1.0,2.54097588044e-23
1.0,2.48504741091e-11
9.58402160904e-05,0.999904155731
